DT,distance(Km),heart,pace,start_lat,start_lng
2023-08-23 06:26:28,2.70,120,11:07,,
2023-08-29 20:17:49,6.13,120,8:44,23.141993014141917,113.3190652448684
2023-09-04 06:20:04,2.86,120,9:53,31.86396650969982,118.84003618732095
2023-09-06 06:16:23,3.01,120,10:00,31.86267695389688,118.83898149244487
2023-09-08 06:21:22,11.04,120,4:38,31.862370930612087,118.83902558125556
2023-09-09 13:54:16,2.20,120,10:00,,
2023-09-11 06:11:07,2.87,120,9:28,31.862681983038783,118.83888627402484
2023-09-15 06:26:47,2.09,120,10:00,31.868836730718613,118.83858871646225
2023-09-23 19:45:24,3.39,120,8:42,31.861898945644498,118.83869307115674
2023-09-24 20:04:29,2.74,120,8:12,31.864218469709158,118.83973653428257
2023-09-28 06:18:27,3.17,120,9:04,31.861960971727967,118.83921182714403
2023-10-01 18:57:45,3.29,120,8:17,31.86262951232493,118.83891401812434
2023-10-04 18:42:45,3.26,120,8:26,31.86279664747417,118.8394324388355
2023-10-05 19:14:40,3.13,120,9:30,31.861922163516283,118.83886280469596
2023-10-07 06:17:10,3.05,120,9:55,31.862359447404742,118.8390925526619
2023-10-08 19:13:40,2.84,120,9:00,31.862681480124593,118.83901510387659
2023-10-10 07:26:23,3.08,120,9:42,31.862069768831134,118.83907495066524
2023-10-11 19:58:27,2.59,120,7:44,23.140991209074855,113.31824323162436
2023-10-15 06:56:57,5.00,120,7:26,31.862027775496244,118.83915432728827
2023-10-23 06:13:13,3.22,120,9:59,31.8619713652879,118.83903689682484
2023-10-25 06:18:02,3.48,120,9:42,31.862082509323955,118.83914301171899
2023-10-30 06:23:53,2.78,120,10:15,31.863807253539562,118.83994432166219
2023-11-02 06:34:58,3.02,120,9:30,31.863201074302197,118.83966134861112
2023-11-05 08:05:08,6.35,120,6:16,31.86337608844042,118.83985010907054
2023-11-07 06:22:01,2.30,120,9:54,31.867270823568106,118.8374693132937
2023-11-09 06:22:53,2.97,120,9:29,31.86308783479035,118.83993518538773
2023-11-10 20:32:44,3.14,120,8:33,31.861812947317958,118.83848193101585
2023-11-17 06:15:00,3.00,120,10:00,,
2023-11-18 13:47:57,2.97,120,8:53,31.863966342061758,118.83985949680209
2023-11-26 19:45:09,3.06,120,9:07,31.862875940278172,118.83959923870862
2023-11-28 06:18:36,3.24,120,9:02,31.861911434680223,118.83880220353603
2023-12-01 06:21:25,3.01,120,9:19,31.862295158207417,118.83914150297642
2023-12-03 07:45:29,8.39,120,10:05,31.861987290903926,118.83892206475139
2023-12-04 06:16:16,2.96,120,8:48,31.861780928447843,118.83979587815702
2023-12-06 06:23:33,2.95,120,8:55,31.862207567319274,118.83914083242416
2023-12-08 06:20:52,3.08,120,9:18,31.861842116340995,118.83872475475073
2023-12-09 07:21:50,3.03,120,8:22,31.862297169864178,118.83914460428059
2023-12-10 07:56:40,3.34,120,7:49,31.863111555576324,118.83954349905252
2023-12-12 06:29:15,2.99,120,8:05,31.86415694653988,118.8397519569844
2023-12-14 06:23:58,3.13,120,8:51,31.861499715596437,118.83903446607292
2023-12-16 06:57:39,4.13,120,9:17,31.861658971756697,118.83892248384655
2023-12-18 06:38:23,3.01,120,8:08,31.86307802796364,118.83943352848291
2023-12-20 06:22:57,2.93,120,8:24,31.862656669691205,118.83939446881413
2023-12-22 06:25:22,3.32,120,8:30,31.86233731918037,118.83984751068056
2023-12-24 07:34:34,3.89,120,9:55,31.863371981307864,118.84004456922412
2023-12-25 06:24:38,3.06,120,8:49,31.86207731254399,118.83980249986053
2023-12-26 06:19:35,3.53,120,8:36,31.861952086910605,118.83897394873202
2023-12-27 06:24:31,2.95,120,9:03,31.862045796588063,118.839573841542
2023-12-28 06:24:30,3.07,120,9:03,31.861545,118.839159
2023-12-31 06:49:10,3.00,120,8:46,31.863073837012053,118.83972932584584
2024-01-02 06:31:28,2.95,120,9:03,31.861973544582725,118.83926614187658
2024-01-03 06:34:22,2.93,120,8:58,31.861913865432143,118.83931517601013
2024-01-04 06:19:57,1.34,120,8:12,,
2024-01-06 08:27:55,3.05,120,8:27,31.862112851813436,118.83979495614767
2024-01-08 06:21:35,2.97,120,8:35,31.862060967832804,118.83974256925285
2024-01-09 06:32:28,3.05,120,8:48,31.861900622025132,118.83932950906456
2024-01-10 06:24:23,3.20,120,8:58,31.861948063597083,118.83965414017439
2024-01-12 06:25:19,3.11,120,8:31,31.862055100500584,118.83944056928158
2024-01-14 13:41:59,6.00,120,20:00,,
2024-01-15 06:18:52,2.94,120,8:26,31.86210329644382,118.83939933031797
2024-01-17 06:23:53,2.94,120,8:21,31.862955735996366,118.83989092893898
2024-01-19 06:38:02,2.68,120,8:36,31.86337860301137,118.84029250591993
2024-01-21 13:44:18,6.19,120,10:00,31.863534171134233,118.83969546295702
2024-01-22 06:21:23,2.78,120,8:45,31.862070858478546,118.8397501129657
2024-01-24 06:25:25,3.12,120,8:37,31.86191520653665,118.83928726427257
2024-01-25 06:24:42,3.14,120,8:24,31.863119,118.839823
2024-01-26 06:27:44,3.08,120,9:17,31.862034145742655,118.83899750187993
2024-01-29 06:30:16,2.84,120,9:27,31.863151118159294,118.83982881903648
2024-01-31 06:27:46,2.69,120,9:14,31.864571264013648,118.83952866308391
2024-02-02 06:29:57,3.08,120,8:23,31.863040812313557,118.83980484679341
2024-02-05 06:25:24,2.82,120,8:31,31.86432022601366,118.83966880850494
2024-02-06 06:19:41,3.10,120,9:10,31.862103044986725,118.83972496725619
2024-02-08 06:33:28,3.14,120,8:06,31.863127062097192,118.83967442438006
2024-02-10 13:33:23,2.17,120,10:47,34.85612707212567,119.23036155290902
2024-02-16 07:26:59,7.03,120,9:03,31.863151704892516,118.83982395753264
2024-02-18 07:54:54,3.06,120,9:47,31.862030122429132,118.8391628768295
2024-02-19 06:16:41,3.11,120,9:53,31.861900202929974,118.8389664888382
2024-02-22 06:29:55,3.11,120,8:46,31.863049445673823,118.8396692276001
2024-02-25 09:47:06,3.54,120,8:59,31.863049194216728,118.83973988704383
2024-02-26 06:20:35,3.30,120,9:08,31.86196994036436,118.83927066810429
2024-02-27 06:22:55,3.14,120,9:12,31.862056525424123,118.8389990106225
2024-03-01 06:21:22,3.26,120,9:08,31.861610943451524,118.8390597794205
2024-03-02 07:34:55,3.18,120,7:32,31.86248400248587,118.83897663094103
2024-03-04 06:29:23,3.37,120,9:07,31.863101916387677,118.83976612240076
2024-03-08 06:17:53,2.98,120,9:05,31.86312161386013,118.8395030144602
2024-03-10 07:27:52,2.81,120,10:16,31.863802643492818,118.8399128895253
2024-03-11 06:16:46,3.30,120,9:13,31.86169677414,118.83905667811632
2024-03-13 06:19:46,3.33,120,9:33,31.862338911741972,118.83939228951931
2024-03-14 06:25:00,3.00,120,11:40,,
2024-03-15 06:43:40,2.36,120,9:36,31.86717082746327,118.83733117952943
2024-03-18 06:19:22,3.28,120,9:08,31.86141723766923,118.8391441013664
2024-03-20 06:28:57,3.30,120,9:09,31.86194839887321,118.83883573114872
2024-03-21 06:24:32,3.09,120,8:47,31.86200749129057,118.83915826678276
2024-03-22 06:29:08,3.10,120,8:04,31.86184915713966,118.8391956500709
2024-03-24 08:23:51,3.33,120,9:49,31.862851716578007,118.84041228331625
2024-03-25 06:33:32,0.40,120,37:35,,
2024-03-26 06:28:13,3.00,120,8:20,,
2024-03-27 06:32:48,3.00,120,8:20,,
2024-03-28 06:31:26,2.83,120,9:49,31.86338245868683,118.84013978764415
2024-04-01 06:20:44,2.90,120,9:23,31.863047434017062,118.83974374271929
2024-04-02 06:24:34,3.27,120,9:02,31.862282501533628,118.83983854204416
2024-04-03 06:34:19,2.63,120,8:38,31.86581631191075,118.83876104839146
2024-04-04 05:52:07,2.86,120,9:58,31.862216452136636,118.83987240493298
2024-04-07 06:18:17,2.98,120,9:38,31.861693589016795,118.83899046108127
2024-04-08 06:18:53,0.50,120,40:02,,
2024-04-09 06:25:34,3.11,120,9:09,31.86207161284983,118.8397760130465
2024-04-11 06:29:17,2.78,120,9:38,31.86359753832221,118.84011170826852
2024-04-12 06:26:54,3.39,120,9:56,31.862215530127287,118.83991825394332
2024-04-14 07:26:42,7.21,120,9:08,31.863238625228405,118.83969688788056
2024-04-15 06:29:08,2.54,120,10:50,31.86600750312209,118.83876104839146
2024-04-16 06:25:05,3.17,120,9:15,31.86202417127788,118.83948549628258
2024-04-18 06:28:28,3.00,120,10:00,,
2024-04-19 06:27:07,3.19,120,8:40,31.861880673095584,118.83890764787793
2024-04-22 06:19:32,3.01,120,10:28,31.862464053556323,118.83911199867725
2024-04-23 06:21:26,2.91,120,9:49,31.86302388086915,118.83985312655568
2024-04-24 06:34:07,3.17,120,8:27,31.861962312832475,118.83894184604287
2024-04-25 06:33:56,3.02,120,9:03,31.86209885403514,118.8391871843487
2024-04-28 06:17:03,2.03,120,8:29,,
2024-04-29 06:36:21,2.33,120,9:48,31.862575951963663,118.83958021178842
2024-04-30 06:43:11,2.31,120,8:56,31.867064544931054,118.83736629970372
2024-05-01 07:42:58,3.29,120,8:50,31.86199869029224,118.83918919600546
2024-05-06 06:23:26,3.27,120,9:32,31.86234469525516,118.83912088349462
2024-05-07 06:18:37,3.15,120,9:30,31.861987709999084,118.83908123709261
2024-05-08 06:10:06,2.31,120,9:26,31.861863993108273,118.83876993320882
2024-05-09 06:33:01,3.07,120,8:22,31.862054597586393,118.83928885683417
2024-05-10 06:22:40,2.88,120,9:19,31.86292321421206,118.83956629782915
2024-05-13 06:21:06,1.04,120,10:04,31.863247929140925,118.83981507271528
2024-05-14 06:28:35,2.77,120,8:31,31.865188675001264,118.83921291679144
2024-05-15 06:20:02,2.91,120,9:38,31.861863574013114,118.8387331366539
2024-05-17 06:23:23,3.24,120,9:08,31.86140558682382,118.83931098505855
2024-05-20 06:21:00,2.87,120,9:32,31.863047434017062,118.83970325812697
2024-05-22 06:15:56,3.20,120,9:32,31.86150122433901,118.83906430564821
2024-05-23 06:32:32,1.50,120,10:12,31.871442161500454,118.8364811707288
2024-05-24 06:18:55,3.05,120,9:31,31.862283255904913,118.83901921100914
2024-05-28 06:23:46,2.93,120,9:56,31.862879879772663,118.83964383043349
2024-05-29 06:28:15,3.06,120,9:20,31.861956110224128,118.83897051215172
2024-05-30 06:18:19,2.70,120,8:13,31.86358580365777,118.84005068801343
2024-06-03 06:21:08,3.04,120,9:49,31.862714337185025,118.83931584656239
2024-06-04 06:31:54,2.97,120,9:09,31.862773010507226,118.8395740929991
2024-06-06 06:24:46,2.89,120,9:17,31.863177604973316,118.83978640660644
2024-06-11 06:33:06,2.75,120,9:45,31.86360541731119,118.84021321311593
2024-06-12 06:25:23,2.81,120,10:11,31.86341238208115,118.84019929915667
2024-06-17 06:19:33,3.10,120,10:13,31.862854147329926,118.83952698670328
2024-06-18 06:14:00,2.49,120,9:58,31.86190045438707,118.83901686407626
2024-06-20 06:19:42,3.22,120,10:49,31.86172418296337,118.83894226513803
2024-06-24 06:18:48,1.27,120,10:52,31.862966800108552,118.84051471017301
2024-06-27 06:19:37,3.23,120,9:28,31.861967090517282,118.83899892680347
2024-07-03 06:35:17,1.64,120,8:23,31.866582753136754,118.83671058341861
2024-07-04 06:17:54,2.59,120,9:26,31.861539194360375,118.83920772001147
2024-07-17 06:17:51,2.76,120,10:16,31.863661324605346,118.84012654423714
2024-07-18 06:14:01,1.22,120,10:37,31.861586468294263,118.83896539919078
2024-07-19 06:14:39,2.88,120,10:35,31.861511450260878,118.83901166729629
2024-07-22 06:12:24,3.56,120,9:47,31.861977903172374,118.83908819407225
2024-07-24 06:20:21,2.44,120,9:26,31.86172175221145,118.8386033847928
2024-07-26 06:41:40,2.04,120,10:05,31.86374950222671,118.84009385481477
2024-07-28 18:01:05,23.51,120,3:59,31.86294316314161,118.83878527209163
2024-08-06 06:22:54,2.71,120,9:44,31.864522,118.839581
2024-08-13 06:24:40,3.00,120,10:09,31.863403,118.840016
2024-08-14 06:38:40,2.66,120,9:46,31.866113,118.838591
2024-08-15 06:34:23,2.05,120,9:56,31.863351,118.840292
2024-08-19 06:20:20,2.79,120,11:41,31.864021,118.839857
2024-08-20 06:26:10,2.98,120,9:53,31.864081509411335,118.83987374603748
2024-08-22 06:22:49,2.47,120,9:57,31.861789394170046,118.83893480524421
2024-08-25 17:51:42,28.54,120,4:02,31.867265962064266,118.83678065612912
2024-09-05 06:27:25,2.37,120,9:54,31.866592727601528,118.83800332434475
2024-09-12 06:17:16,3.34,120,9:42,31.861633,118.838973
2024-09-13 06:26:25,2.85,120,9:18,31.86346116475761,118.84026585146785
2024-09-17 07:48:21,3.27,120,10:46,31.864485517144203,118.83957325480878
2024-09-18 06:45:41,0.82,120,11:53,31.867028418928385,118.83685450069606
2024-09-19 06:48:42,2.50,120,10:00,,
2024-09-22 07:44:59,3.06,120,9:41,31.862150067463517,118.83820415474474
2024-09-23 06:11:14,2.94,120,9:56,31.862464221194386,118.8375641964376
2024-09-24 06:25:25,3.26,120,9:33,31.862349724397063,118.83824338205159
2024-09-25 06:31:08,2.75,120,10:34,31.86373868957162,118.84007524698973
2024-10-04 07:38:34,3.21,120,8:59,31.86246489174664,118.83825327269733
2024-10-08 06:21:27,3.23,120,9:36,31.861723260954022,118.83847338147461
2024-10-09 06:34:20,2.35,120,9:14,31.861811857670546,118.83887143805623
2024-10-12 06:25:14,3.28,120,9:25,31.862118635326624,118.83830884471536
2024-10-14 06:32:06,2.64,120,10:09,31.863210294395685,118.83934199810028
2024-10-17 06:25:21,3.29,120,10:21,31.861920151859522,118.83907025679946
2024-10-18 06:31:37,2.15,120,10:33,31.862800419330597,118.83860229514539
2024-10-19 07:37:55,3.27,120,8:50,31.86196750961244,118.83899088017642
2024-10-21 06:24:03,3.08,120,10:13,31.862592212855816,118.83818286471069
2024-10-23 06:20:36,3.31,120,9:11,31.861608177423477,118.8389762956649
2024-10-24 06:25:12,2.94,120,8:26,31.86313569545746,118.8396359514445
2024-10-29 06:17:17,3.06,120,9:18,31.86237,118.838265
2024-10-30 06:35:09,3.14,120,9:09,31.862176386639476,118.83839207701385
2024-10-31 06:27:04,3.33,120,9:59,31.862171,118.838378
2024-11-04 06:27:49,2.95,120,10:02,31.862941,118.83857
2024-11-05 07:05:14,3.00,120,10:00,,
2024-11-07 06:31:59,3.06,120,9:11,31.861672,118.838449
2024-11-08 06:29:49,2.76,120,9:07,31.86342,118.839933
2024-11-11 06:26:37,2.89,120,9:58,31.863285,118.840128
2024-11-13 06:25:01,3.34,120,9:56,31.862082,118.838406
2024-11-14 06:24:54,3.17,120,9:51,31.862713,118.83824
2024-11-19 06:26:00,3.09,120,9:27,31.862837,118.839595
2024-11-20 06:22:31,3.22,120,9:32,31.861693,118.839011
2024-11-22 06:42:19,4.77,120,4:36,31.869498,118.836621
2024-11-23 07:35:40,2.79,120,9:31,31.864133,118.839441
2024-11-25 06:46:58,2.18,120,7:43,23.136567,113.311573
2024-11-29 06:09:40,3.29,120,9:41,31.862395,118.839899
2024-12-02 06:22:19,3.46,120,9:51,31.86183,118.838891
2024-12-03 06:36:40,2.76,120,9:51,31.864101,118.839909
2024-12-04 06:19:14,3.45,120,9:09,31.862002,118.83834
2024-12-05 06:19:26,3.09,120,10:45,31.861953,118.838365
2024-12-09 06:18:42,3.28,120,9:07,31.862293,118.838345
2024-12-10 06:24:30,1.77,120,9:11,31.861754,118.838559
2024-12-11 06:19:03,2.34,120,8:48,31.861942,118.838348
2024-12-12 06:15:46,3.08,120,9:09,31.862978,118.839736
2024-12-16 06:24:46,2.49,120,10:36,31.866596,118.837914
2024-12-17 06:54:36,2.00,120,12:30,,
2024-12-18 06:48:08,1.90,120,9:02,31.863058,118.839745
2024-12-19 06:47:03,1.79,120,9:04,31.863293,118.839926
2024-12-20 06:52:59,1.57,120,8:48,31.86499,118.839441
2024-12-23 06:45:33,2.06,120,9:20,31.861955,118.838379
2024-12-30 06:19:08,0.09,120,6:25,,
2025-01-02 06:12:05,2.64,120,9:17,31.832089,118.776602
2025-01-04 07:33:38,3.24,120,9:13,31.831058,118.777558
2025-01-06 06:59:50,2.00,120,10:00,,
2025-01-08 06:21:53,2.00,120,10:00,,
2025-01-12 14:35:51,19.24,120,5:02,31.875831,118.840148
2025-01-13 06:20:15,3.09,120,10:01,31.861902,118.838327
2025-01-14 06:23:36,3.20,120,9:19,31.861753,118.838894
2025-01-16 06:16:26,2.75,120,8:51,31.833101,118.777021
2025-01-19 09:01:35,3.87,120,11:28,31.831896,118.779463
2025-01-21 06:39:28,1.51,120,9:45,31.831709,118.777629
2025-01-23 06:52:02,2.38,120,10:05,31.831274,118.7775
2025-01-27 07:28:42,2.92,120,9:30,31.862868,118.839809
2025-02-04 08:33:13,3.33,120,9:47,31.862448,118.838246
2025-02-05 08:44:28,3.17,120,10:14,31.862229,118.838325
2025-02-06 06:16:40,3.12,120,9:34,31.861959,118.838474
2025-02-08 06:13:43,2.00,120,10:00,,
2025-02-10 06:23:33,3.18,120,8:57,31.861881,118.838703
2025-02-12 06:21:43,3.04,120,9:57,31.862672,118.839771
2025-02-14 06:20:21,3.05,120,9:26,31.861868,118.838304
2025-02-17 06:21:23,1.83,120,9:51,31.833429,118.775717
2025-02-19 06:14:23,1.90,120,9:50,31.831799,118.776008
2025-02-24 06:11:57,2.76,120,9:47,31.863624,118.840119
2025-02-26 06:11:01,1.84,120,9:08,31.832606,118.777265
2025-02-28 06:10:12,2.00,120,10:00,,
2025-03-01 16:31:36,8.96,120,4:13,31.876048,118.840417
2025-03-06 06:11:02,1.85,120,9:14,31.83196,118.776803
2025-03-18 06:22:07,1.92,120,7:24,31.832585,118.776954
2025-03-20 06:25:36,1.68,120,8:57,31.831101,118.777495
2025-03-24 06:20:53,2.33,120,9:15,31.832555,118.776962
2025-03-25 06:13:16,2.13,120,8:58,31.831891,118.776688
2025-03-26 06:19:58,3.40,120,8:52,31.832295,118.777285
2025-03-27 06:22:44,1.99,120,9:58,31.831403,118.777317
2025-03-31 06:17:45,2.23,120,8:34,31.832902,118.777193
2025-04-01 06:21:14,1.77,120,9:29,31.83095,118.777945
2025-04-07 06:12:45,2.57,120,9:13,31.832675,118.777312
2025-04-09 06:20:55,2.03,120,8:47,31.831607,118.777425
2025-04-10 06:16:52,1.74,120,8:33,31.83153,118.777375
2025-04-13 06:55:13,3.12,120,8:19,31.863265,118.840257
2025-04-14 06:17:33,2.14,120,9:50,31.831911,118.777492
2025-04-15 06:20:49,2.11,120,8:52,31.831606,118.777397
2025-04-17 06:17:24,2.01,120,9:27,31.83168,118.777477
2025-04-21 06:18:39,1.84,120,9:09,31.830686,118.777518
2025-04-22 06:21:22,2.08,120,9:03,31.831862,118.776423
2025-04-23 06:15:48,2.00,120,10:00,,
2025-04-24 06:19:01,1.89,120,8:23,31.83134,118.777283
2025-05-03 07:16:09,3.27,120,9:47,31.86308,118.839713
2025-05-04 07:33:14,2.87,120,9:55,31.862947,118.839778
2025-05-06 06:10:24,2.09,120,8:37,31.831345,118.777474
2025-05-08 06:11:09,1.92,120,9:20,31.831625,118.777439
2025-05-11 07:07:18,2.91,120,9:54,31.862858,118.839682
2025-05-12 06:11:28,2.66,120,9:10,31.832234,118.7768
2025-05-13 06:17:57,3.07,120,9:30,31.861789,118.838468
2025-05-19 06:10:38,1.98,120,9:55,31.831787,118.777334
2025-05-20 06:17:19,1.56,120,9:43,31.829952,118.776118
2025-05-21 06:10:37,1.74,120,7:36,31.832638,118.7772
2025-05-22 06:16:27,2.20,120,8:59,31.831771,118.777387
2025-05-26 06:13:22,2.09,120,9:05,31.831735,118.776688
2025-05-27 06:13:56,1.97,120,8:54,31.83088,118.777048
2025-05-28 06:17:44,2.17,120,8:50,31.831821,118.776229
2025-05-29 06:20:22,1.89,120,8:42,31.830898,118.777793
2025-06-03 06:13:51,3.18,120,9:44,31.862266,118.839132
2025-06-04 06:15:02,3.13,120,9:39,31.861526,118.838376
2025-06-09 06:12:01,2.97,120,9:53,31.862763,118.839546
2025-06-11 06:16:25,3.29,120,9:04,31.862073,118.838313
2025-06-13 06:14:31,1.95,120,10:09,31.831298,118.777477
2025-06-14 18:16:37,6.00,120,9:03,31.864952,118.839451
2025-06-16 06:18:02,2.91,120,10:29,31.863219,118.839574
2025-06-20 06:15:08,1.92,120,9:10,31.831051,118.777767
2025-06-24 06:11:14,1.99,120,10:17,31.831963,118.777239
2025-06-25 06:15:32,2.60,120,9:43,31.832202,118.777205
2025-06-26 06:15:52,3.31,120,8:33,31.832148,118.777272
2025-06-27 06:19:28,2.23,120,9:41,31.831814,118.776786
2025-06-30 06:15:11,1.95,120,9:04,31.83032,118.776505
2025-07-02 06:12:40,1.94,120,9:06,31.830978,118.777069
2025-07-03 06:17:05,0.60,120,9:46,31.830546,118.777359
2025-07-07 05:39:08,2.63,120,10:03,31.831064,118.777613
2025-07-10 05:42:51,2.23,120,9:54,31.832484,118.776974
2025-07-11 06:18:51,2.16,120,8:41,31.832126,118.776998
2025-07-14 06:19:09,1.50,120,10:30,31.830417,118.776791
2025-07-15 06:23:06,2.15,120,10:01,31.830861,118.777735
2025-07-16 06:17:16,2.25,120,10:25,31.831999,118.778008
2025-07-21 06:15:01,2.25,120,10:02,31.831395,118.776524
2025-07-22 05:53:04,2.53,120,10:30,31.831689,118.776216
2025-07-30 06:09:30,1.98,120,10:57,31.830364,118.775753
2025-08-04 06:00:49,2.01,120,9:58,31.830937,118.776923
2025-08-15 06:25:48,1.70,120,9:57,31.830897,118.777656
2025-08-18 06:13:17,1.56,120,10:19,31.829365,118.7715
2025-08-22 05:51:48,3.55,120,10:12,31.831459,118.776835
2025-08-25 06:00:48,2.03,120,10:24,31.830975,118.776965
2025-08-28 06:13:15,2.52,120,9:58,31.831784,118.776809
2025-08-29 06:15:15,2.24,120,11:24,31.831038,118.77725
2025-09-01 06:26:39,1.19,120,9:51,31.832068,118.770784
2025-09-03 06:13:53,2.37,120,10:18,31.831334,118.776645
2025-09-08 06:09:10,2.32,120,10:14,31.832064,118.776949
2025-09-09 06:20:42,2.72,120,9:00,31.831392,118.778334
2025-09-10 06:23:17,2.43,120,10:05,31.831791,118.776612
2025-09-12 06:12:23,2.45,120,9:11,31.831982,118.776944
2025-09-15 06:08:15,2.98,120,9:45,31.862107,118.83899
2025-09-16 06:15:36,2.74,120,10:08,31.863815,118.840057
2025-09-18 06:24:46,1.55,120,10:50,31.871462,118.836215
2025-09-20 06:24:17,1.51,120,8:49,31.830586,118.77692
2025-09-23 06:13:57,3.31,120,7:07,40.2197,116.235981
2025-09-24 06:38:52,3.99,120,7:55,40.219599,116.23584
